paragraph-1-1-01-001.md	0	criterion/NN past/IN future/JJ therefore/RB present/RB christian/PN utterance/NN thus/RB church/NN namely/RB christ/PN god/NN gracious/JJ revealing/VBG reconciling/VBG address/NN man/NN christian/PN utterance/NN derive/VB criticise/NN correct/JJ church/NN talk/NN god/NN required/VBN criticism/NN correction/NN light/NN church/NN christ/PN basis/NN goal/NN content/NN fact/NN however/RB even/RB though/CS cannot/MD* show/VB
paragraph-1-1-01-002.md	0	content/JJ christian/PN talk/VB god/NN known/VBN man/NN makes/VBZ assumption/NN church/NN believes/VBZ christ/PN revealing/VBG reconciling/VBG address/NN god/NN man/NN talk/NN god/NN true/JJ content/NN address/NN god/NN man/NN talk/NN god/NN true/JJ content/NN conforms/VBZ church/NN conforms/VBZ christ/PN εἴτε/NN προφητίαν/NN κατὰ/NN τνν/NN ἀναλολίαν/NN τνς/NN πίστεως/NN rom/NN ###/NN inventing/VBG standard/JJ measures/NNS sees/VBZ recognises/VBZ given/VBN church/NN given/VBN peculiar/JJ way/PN christ/PN given/VBN god/NN revelation/NN gives/VBZ faith/PN given/VBN complete/JJ stands/NNS claim/VB true/JJ standard/NN criterion/NN must/MD means/NNS serious/JJ measurement/NN dogmatics/NNS presupposes/VBZ god/NN christ/PN essence/NN church/NN promised/VBN truth/NN merely/RB also/RB know/VB solely/RB faith/PN christ/PN essence/NN church/NN promised/VBN truth/NN merely/RB also/RB know/VB solely/RB faith/PN christ/PN extent/NN dogmatics/NNS receives/VBZ standard/JJ measures/NNS talk/VB god/NN jesus/PN christ/PN faith/PN jesus/PN christ/PN extent/NN dogmatics/NNS receives/VBZ standard/JJ measures/NNS talk/VB god/NN christ/PN event/NN divine/JJ action/NN corresponding/VBG promise/NN given/VBN church/NN possible/JJ knowledge/NN human/JJ appropriation/NN dogmas/NNS fails/VBZ recognise/NN divine/JJ human/JJ character/NN church/NN church/NN christ/PN therefore/RB indissolubly/RB divine/JJ human/JJ person/NN action/NN god/NN towards/IN man/NN meaning/VBG theologically/RB impossible/JJ fact/NN revelation/NN true/JJ free/JJ decision/NN god/NN taken/VBN christ/PN thus/RB strictly/RB future/NN must/MD always/RB become/VB true/JJ church/NN intractable/JJ
paragraph-1-1-01-003.md	0	dogmatic/JJ science/NN possibility/NN dogmatics/NNS outside/IN church/NN church/NN however/RB called/VBN others/NNS christ/PN act/NN church/NN act/NN obedience/NN call/NN obedience/NN call/NN christ/PN faith/PN ###/NN faith/PN knows/VBZ god/NN faith/PN determination/NN human/JJ action/NN church/NN therefore/RB christ/PN gracious/JJ address/NN god/NN man/NN faith/PN faith/PN human/JJ action/NN related/VBN dogmatics/NNS quite/QL impossible/JJ except/IN act/NN faith/PN determination/NN human/JJ action/NN listening/VBG christ/PN obedience/NN without/IN faith/PN would/MD irrelevant/JJ meaningless/JJ even/RB case/PN exact/JJ dogmatics/NNS construction/NN outside/IN real/JJ encounter/NN god/NN man/NN faith/PN real/JJ content/NN christ/PN simply/RB equated/VBN creaturely/RB reality/NN revelation/NN divine/JJ human/JJ reality/NN reality/NN maintain/VB received/VBN contrary/JJ gracious/JJ address/NN god/NN man/NN free/JJ personal/JJ presence/NN christ/PN activity/NN hence/RB say/PN dogmatics/NNS presupposes/VBZ faith/PN determination/NN human/JJ action/NN
paragraph-1-1-02-001.md	0	task/NN dogmatics/NNS come/VB fact/NN another/DT faith/PN say/PN try/VB ask/VB church/NN christ/PN norm/PN church/NN action/NN find/VB even/RB understanding/NN norm/PN knowledge/NN jesus/PN jesus/PN christ/PN norm/PN church/NN action/NN find/VB even/RB understanding/NN norm/PN knowledge/NN christ/PN lord/NN church/NN much/QL one/CD address/NN task/NN little/AP one/CD others/NNS faith/PN cannot/MD* deny/PN form/NN christian/PN faith/PN formal/JJ standpoint/NN far/QL relates/VBZ christ/PN church/NN baptism/NN holy/JJ scripture/NN common/JJ christian/PN creeds/NNS respect/NN cannot/MD* reformed/VBD confessions/NNS first/RB conf/NN tetrapol/NN ###/NN follow/VB new/JJ material/NN knowledge/NN christ/PN brought/VBD reformation/NN especially/RB relation/NN interconnexion/NN forgiveness/NN sins/NNS christian/PN life/NN
paragraph-1-1-02-002.md	0	dogmatic/JJ statements/NNS regard/VB statements/NNS another/DT faith/PN alien/JJ dogmatics/NNS presupposition/NN church/NN christ/PN longer/RBR free/JJ lord/NN existence/NN incorporated/VBN existence/NN church/NN thus/RB ultimately/RB address/NN transmitted/VBN material/NN condition/NN sides/NNS ask/VB may/PN otherwise/RB church/NN identical/JJ christ/PN true/JJ place/NN way/PN dogmatic/JJ knowledge/NN seen/VBN understood/VBN neither/CC prior/RB prior/RB anthropological/JJ possibility/NN subsequent/JJ ecclesiastical/JJ reality/NN present/RB moment/NN speaking/VBG hearing/NN christ/PN divine/JJ creation/NN light/NN hearts/NNS λάμπειν/NN ταῖς/NN καρδίαις/NN ἡμῶν/NN ###/NN compared/VBN paul/PN let/VB light/NN gen/PN ###/NN ---/NN ---/NN light/NN fact/NN christ/PN church/NN free/JJ personal/JJ decision/NN may/PN expected/VBN concerning/IN proper/JJ content/NN
paragraph-1-1-03-001.md	0	virtue/NN divine/JJ confirmation/NN preservation/NN truly/RB concretely/RB distinguishes/VBZ human/JJ talk/NN church/NN christ/PN acting/VBG person/NN god/NN sanctifies/VBZ man/NN visible/JJ sphere/NN human/JJ occurrence/NN preaching/NN except/IN bidden/NN forced/VBD preach/VB without/IN desire/NN one/CD master/NN lord/NN christ/PN alone/RB teacheth/NN bringeth/NN forth/RB fruit/NN servants/NNS hath/HVZ called/VBN thereto/RB either/RB way/PN simple/JJ answer/NN first/RB reply/VB learn/VB biblical/JJ witness/NN revelation/NN christ/PN given/VBN church/NN commandment/NN faith/PN love/PN hope/PN merely/RB commandment/NN call/NN act/NN divine/JJ grace/PN truly/RB expect/VB already/RB owes/VBZ origin/NN enacted/VBN epiphany/NN christ/PN promise/NN form/NN adjunct/NN preaching/VBG action/NN distinction/NN mere/JJ word/NN conformity/NN inspiration/NN needed/VBN poets/NNS religious/JJ speakers/NNS mortals/NNS inspired/VBN order/NN perhaps/RB even/RB would/MD increasingly/RB dissatisfied/VBN speaking/VBG tied/VBN public/JJ work/NN public/JJ speaking/NN decades/NNS one/CD might/MD even/RB say/PN understands/VBZ physical/JJ historical/JJ event/NN sees/VBZ presence/NN christ/PN church/NN mystical/JJ unity/NN head/NN whole/JJ body/NN fact/NN certain/JJ conditions/NNS mystical/JJ unity/NN head/NN whole/JJ body/NN fact/NN certain/JJ conditions/NNS flows/VBZ forth/RB christ/PN steady/JJ unbroken/JJ stream/NN influence/NN divine/JJ human/JJ people/NNS ---/NN particular/JJ basic/JJ decision/NN point/NN man/NN interpret/VB operation/NN influence/NN impersonal/JJ kind/NN grace/PN christ/PN rest/NN follows/VBZ self/NN evidently/RB view/NN sacrament/NN become/VB one/CD act/NN church/NN action/NN roman/PN catholic/NN practice/NN cannot/MD* seek/VB instruction/NN exhortation/NN grace/PN christ/PN understood/VBN causare/NN gratiam/NN opere/NN operato/NN order/NN possible/JJ order/NN reformers/NNS operato/NN order/NN possible/JJ order/NN reformers/NNS however/RB see/PN position/NN construe/VB grace/PN christ/PN way/PN thought/VBD understood/VBN cause/NN effect/NN word/NN faith/PN reason/NN regarded/VBN
paragraph-1-1-03-002.md	0	
paragraph-1-1-04-001.md	0	event/NN event/NN god/NN speaking/VBG sphere/NN earthly/JJ events/NNS event/NN authoritative/JJ vicariate/NN christ/PN real/JJ proclamation/NN new/JJ event/NN event/NN human/JJ talk/NN set/VBN aside/RB
paragraph-1-1-04-002.md	0	alone/RB may/PN actually/RB venture/NN proclamation/NN indeed/RB mean/VB return/NN self/NN transcendent/JJ christ/PN heavenly/JJ head/NN earthly/JJ body/NN attached/VBN relation/NN also/RB distinct/JJ church/NN content/NN holy/JJ scripture/NN prophetic/JJ apostolic/JJ word/NN word/NN witness/NN proclamation/NN preaching/VBG christ/PN promise/NN given/VBN church/NN word/NN promise/NN god/NN mercy/PN uttered/VBD person/NN word/NN men/NNS yearned/VBD waited/VBD hoped/VBD immanuel/PN finally/RB saw/PN heard/VBD handled/VBN christ/PN holy/JJ scripture/NN declares/VBZ attests/NNS proclaims/VBZ declaration/NN attestation/NN proclamation/NN promises/VBZ yet/RB come/VB recollects/NNS incarnation/NN eternal/JJ word/NN reconciliation/NN accomplished/VBD expects/VBZ future/NN christ/PN redemption/NN power/NN evil/JJ thus/RB scripture/NN imposes/VBZ virtue/NN content/NN distinction/NN
paragraph-1-1-04-003.md	0	faithful/JJ account/NN distinction/NN trifling/VBG compared/VBN fact/NN analogy/NN revelation/NN concern/NN coming/VBG christ/PN finally/RB time/NN fulfilled/VBD jesus/PN christ/PN come/VB literally/RB time/NN really/RB fact/NN analogy/NN revelation/NN concern/NN coming/VBG jesus/PN christ/PN finally/RB time/NN fulfilled/VBD christ/PN come/VB literally/RB time/NN really/RB directly/RB thus/RB concerned/VBN god/NN word/NN inspiration/NN become/VB speakers/NNS writers/NNS word/NN god/NN revelation/NN engenders/NNS bible/NN attests/NNS christ/PN called/VBD old/JJ new/JJ testaments/NNS existence/NN holy/JJ scripture/NN record/NN unique/JJ able/JJ view/NN called/VBN protevangelium/NN james/PN chap/NN ###/NN joseph/PN foster/PN parent/NN tells/VBZ supposed/VBN experienced/VBN environs/NNS bethlehem/NN night/NN lord/NN nativity/NN joseph/PN went/VBD relativising/VBG time/NN apparently/RB moved/VBD moving/VBG content/NN ---/NN fulfilled/VBD time/NN identical/JJ christ/PN absolute/JJ event/NN relation/NN every/AT event/NN yet/RB event/NN ceased/VBD finished/VBN referred/VBN anything/PN higher/RBR earlier/JJR revelation/NN relative/JJ revelation/NN fact/NN differ/VB person/NN christ/PN reconciliation/NN accomplished/VBD say/PN revelation/NN say/PN word/NN became/VBD flesh/NN sure/JJ triune/NN god/NN established/VBN knowledge/NN god/NN god/NN light/NN light/NN applies/VBZ instead/RB christ/PN say/PN concretely/RB god/NN true/JJ term/NN revelation/NN might/MD something/PN relative/JJ also/RB promise/NN recollection/NN christ/PN come/VB flesh/NN hope/PN christ/PN coming/VBG glory/PN christ/PN speaks/VBZ needs/NNS witness/NN apart/RB holy/JJ spirit/NN faith/PN rejoices/VBZ promise/NN
